event_id,session_id,user_id,timestamp,event_type,action,resource_id,data_volume_mb,access_success,privilege_used,admin_command_type
E000100,S00014,U000,2025-01-12 13:34:00,file_access,read,R015,5,True,False,
E000101,S00014,U000,2025-01-12 13:36:00,api_call,api_call,R022,7,True,False,
E000102,S00014,U000,2025-01-12 13:40:00,file_access,read,R006,13,True,False,
E000103,S00014,U000,2025-01-12 13:53:00,api_call,api_call,R031,7,True,False,
E000104,S00015,U000,2025-01-13 10:51:00,file_access,read,R001,0,False,False,
E000105,S00015,U000,2025-01-13 11:03:00,file_access,read,R022,4,True,False,
E000106,S00015,U000,2025-01-13 11:10:00,file_access,read,R000,14,True,False,
E000107,S00015,U000,2025-01-13 11:12:00,file_access,read,R000,6,True,False,
E000108,S00015,U000,2025-01-13 11:15:00,api_call,api_call,R006,5,True,False,
E000109,S00015,U000,2025-01-13 11:23:00,file_access,read,R031,4,True,False,
E000110,S00015,U000,2025-01-13 11:25:00,file_access,write,R015,22,True,False,
E000111,S00015,U000,2025-01-13 11:33:00,api_call,api_call,R011,8,True,False,
E000112,S00015,U000,2025-01-13 11:45:00,api_call,api_call,R011,3,True,False,
E000113,S00015,U000,2025-01-13 11:48:00,file_access,read,R006,13,True,False,
E000114,S00015,U000,2025-01-13 11:52:00,file_access,read,R024,11,True,False,
E000115,S00015,U000,2025-01-13 11:56:00,api_call,api_call,R015,8,True,False,
E000116,S00015,U000,2025-01-13 12:03:00,api_call,api_call,R022,2,True,False,
E000117,S00016,U000,2025-01-13 14:12:00,file_access,read,R037,10,True,False,
E000118,S00016,U000,2025-01-13 14:23:00,file_access,read,R024,0,False,False,
E000119,S00016,U000,2025-01-13 14:26:00,file_access,write,R001,12,True,False,
E000120,S00016,U000,2025-01-13 14:41:00,file_access,read,R000,19,True,False,
E000121,S00016,U000,2025-01-13 14:42:00,file_access,write,R037,28,True,False,
E000122,S00016,U000,2025-01-13 14:48:00,api_call,api_call,R015,9,True,False,
E000123,S00016,U000,2025-01-13 14:59:00,file_access,read,R001,11,True,False,
E000124,S00016,U000,2025-01-13 15:01:00,file_access,read,R006,17,True,False,
E000125,S00016,U000,2025-01-13 15:04:00,file_access,read,R001,19,True,False,
E000126,S00016,U000,2025-01-13 15:20:00,api_call,api_call,R006,4,True,False,
E000127,S00016,U000,2025-01-13 15:22:00,file_access,read,R022,12,True,False,
E000128,S00017,U000,2025-01-14 06:16:00,api_call,api_call,R006,8,True,False,
E000129,S00017,U000,2025-01-14 06:18:00,api_call,api_call,R015,7,True,False,
E000130,S00017,U000,2025-01-14 06:20:00,file_access,write,R015,19,True,False,
E000131,S00017,U000,2025-01-14 06:54:00,file_access,read,R001,15,True,False,
E000132,S00017,U000,2025-01-14 07:07:00,api_call,api_call,R018,6,True,False,
E000133,S00017,U000,2025-01-14 07:08:00,api_call,api_call,R034,8,True,False,
E000134,S00017,U000,2025-01-14 07:12:00,api_call,api_call,R031,9,True,False,
E000135,S00017,U000,2025-01-14 07:23:00,api_call,api_call,R037,4,True,False,
E000136,S00017,U000,2025-01-14 07:30:00,api_call,api_call,R024,3,True,False,
E000137,S00017,U000,2025-01-14 07:37:00,file_access,read,R031,4,True,False,
E000138,S00017,U000,2025-01-14 07:38:00,file_access,read,R015,2,True,False,
E000139,S00017,U000,2025-01-14 07:54:00,file_access,read,R006,17,True,False,
E000140,S00017,U000,2025-01-14 08:03:00,file_access,read,R011,13,True,False,
E000141,S00018,U000,2025-01-15 07:41:00,file_access,read,R000,7,True,False,
E000142,S00018,U000,2025-01-15 07:44:00,file_access,read,R000,1,True,False,
E000143,S00018,U000,2025-01-15 07:49:00,file_access,read,R011,8,True,False,
E000144,S00018,U000,2025-01-15 07:54:00,file_access,read,R024,16,True,False,
E000145,S00018,U000,2025-01-15 07:58:00,file_access,read,R006,1,True,False,
E000146,S00018,U000,2025-01-15 08:00:00,file_access,read,R022,17,True,False,
E000147,S00018,U000,2025-01-15 08:05:00,file_access,read,R001,14,True,False,
E000148,S00018,U000,2025-01-15 08:17:00,file_access,export,R011,208,True,False,
E000149,S00018,U000,2025-01-15 08:27:00,file_access,read,R031,15,True,False,
E000150,S00018,U000,2025-01-15 08:35:00,api_call,api_call,R015,5,True,False,
E000151,S00019,U000,2025-01-15 09:20:00,file_access,read,R015,4,True,False,
E000152,S00019,U000,2025-01-15 09:45:00,file_access,read,R037,11,True,False,
E000153,S00019,U000,2025-01-15 09:46:00,api_call,api_call,R006,1,True,False,
E000154,S00019,U000,2025-01-15 09:55:00,api_call,api_call,R037,3,True,False,
E000155,S00019,U000,2025-01-15 09:57:00,file_access,write,R024,46,True,False,
E000156,S00019,U000,2025-01-15 10:06:00,file_access,read,R015,17,True,False,
E000157,S00019,U000,2025-01-15 10:20:00,api_call,api_call,R006,5,True,False,
E000158,S00020,U000,2025-01-17 08:29:00,file_access,read,R037,19,True,False,
E000159,S00020,U000,2025-01-17 08:33:00,api_call,api_call,R013,2,True,False,
E000160,S00020,U000,2025-01-17 08:37:00,file_access,export,R011,212,True,False,
E000161,S00020,U000,2025-01-17 08:39:00,file_access,read,R001,0,False,False,
E000162,S00020,U000,2025-01-17 08:43:00,file_access,write,R022,32,True,False,
E000163,S00020,U000,2025-01-17 08:48:00,api_call,api_call,R000,2,True,False,
E000164,S00020,U000,2025-01-17 08:53:00,api_call,api_call,R015,6,True,False,
E000165,S00020,U000,2025-01-17 09:01:00,api_call,api_call,R000,8,True,False,
E000166,S00020,U000,2025-01-17 09:04:00,api_call,api_call,R006,5,True,False,
E000167,S00020,U000,2025-01-17 09:27:00,api_call,api_call,R015,4,True,False,
E000168,S00021,U000,2025-01-20 08:48:00,file_access,write,R015,32,True,False,
E000169,S00021,U000,2025-01-20 08:49:00,file_access,read,R031,1,True,False,
E000170,S00021,U000,2025-01-20 09:02:00,file_access,read,R001,12,True,False,
E000171,S00021,U000,2025-01-20 09:44:00,api_call,api_call,R037,3,True,False,
E000172,S00021,U000,2025-01-20 09:48:00,file_access,write,R001,0,False,False,
E000173,S00021,U000,2025-01-20 09:52:00,file_access,read,R015,15,True,False,
E000174,S00021,U000,2025-01-20 09:59:00,file_access,read,R031,12,True,False,
E000175,S00021,U000,2025-01-20 10:20:00,file_access,read,R022,8,True,False,
E000176,S00021,U000,2025-01-20 10:21:00,api_call,api_call,R037,7,True,False,
E000177,S00021,U000,2025-01-20 10:28:00,file_access,read,R022,17,True,False,
E000178,S00021,U000,2025-01-20 10:32:00,api_call,api_call,R011,5,True,False,
E000179,S00022,U000,2025-01-22 13:28:00,file_access,read,R037,19,True,False,
E000180,S00022,U000,2025-01-22 14:07:00,file_access,read,R037,14,True,False,
E000181,S00022,U000,2025-01-22 14:09:00,file_access,read,R031,1,True,False,
E000182,S00022,U000,2025-01-22 14:25:00,api_call,api_call,R022,1,True,False,
E000183,S00022,U000,2025-01-22 14:26:00,file_access,read,R006,3,True,False,
E000184,S00022,U000,2025-01-22 14:30:00,file_access,write,R024,29,True,False,
E000185,S00022,U000,2025-01-22 14:48:00,file_access,export,R022,167,True,False,
E000186,S00022,U000,2025-01-22 14:55:00,file_access,read,R001,10,True,False,
E000187,S00022,U000,2025-01-22 15:06:00,file_access,read,R037,9,True,False,
E000188,S00022,U000,2025-01-22 15:11:00,file_access,read,R022,3,True,False,
E000189,S00023,U000,2025-01-22 17:17:00,api_call,api_call,R015,3,True,False,
E000190,S00023,U000,2025-01-22 17:19:00,file_access,read,R011,6,True,False,
E000191,S00023,U000,2025-01-22 17:25:00,api_call,api_call,R011,3,True,False,
E000192,S00023,U000,2025-01-22 17:55:00,file_access,read,R031,19,True,False,
E000193,S00023,U000,2025-01-22 18:09:00,file_access,read,R011,8,True,False,
E000194,S00024,U000,2025-01-24 07:19:00,file_access,read,R024,10,True,False,
E000195,S00024,U000,2025-01-24 07:27:00,api_call,api_call,R022,3,True,False,
E000196,S00024,U000,2025-01-24 07:28:00,api_call,api_call,R011,1,True,False,
E000197,S00024,U000,2025-01-24 07:54:00,api_call,api_call,R015,3,True,False,
E000198,S00025,U000,2025-01-24 08:51:00,file_access,read,R037,10,True,False,
E000199,S00025,U000,2025-01-24 08:53:00,file_access,write,R015,34,True,False,
E000200,S00025,U000,2025-01-24 08:55:00,api_call,api_call,R024,6,True,False,
E000201,S00025,U000,2025-01-24 08:59:00,file_access,read,R022,11,True,False,
E000202,S00025,U000,2025-01-24 09:02:00,file_access,write,R000,12,True,False,
E000203,S00025,U000,2025-01-24 09:08:00,file_access,write,R031,16,True,False,
E000204,S00025,U000,2025-01-24 09:12:00,api_call,api_call,R022,9,True,False,
E000205,S00025,U000,2025-01-24 09:18:00,file_access,read,R022,5,True,False,
E000206,S00025,U000,2025-01-24 09:39:00,file_access,export,R031,236,True,False,
E000207,S00025,U000,2025-01-24 09:41:00,api_call,api_call,R011,3,True,False,
E000208,S00025,U000,2025-01-24 09:43:00,file_access,read,R001,15,True,False,
E000209,S00026,U000,2025-01-26 09:09:00,file_access,read,R006,7,True,False,
E000210,S00026,U000,2025-01-26 09:10:00,file_access,read,R001,11,True,False,
E000211,S00026,U000,2025-01-26 09:12:00,file_access,read,R006,19,True,False,
E000212,S00026,U000,2025-01-26 09:17:00,file_access,read,R031,11,True,False,
E000213,S00026,U000,2025-01-26 09:21:00,file_access,read,R024,15,True,False,
E000214,S00026,U000,2025-01-26 09:25:00,file_access,read,R001,15,True,False,
E000215,S00026,U000,2025-01-26 09:30:00,api_call,api_call,R000,4,True,False,
E000216,S00026,U000,2025-01-26 09:31:00,file_access,read,R015,4,True,False,
E000217,S00026,U000,2025-01-26 09:48:00,file_access,read,R006,17,True,False,
E000218,S00026,U000,2025-01-26 09:53:00,file_access,read,R000,17,True,False,
E000219,S00026,U000,2025-01-26 09:55:00,file_access,read,R031,12,True,False,
E000220,S00027,U000,2025-01-27 10:51:00,file_access,read,R024,19,True,False,
E000221,S00027,U000,2025-01-27 10:52:00,api_call,api_call,R009,9,True,False,
E000222,S00027,U000,2025-01-27 10:53:00,file_access,read,R011,18,True,False,
E000223,S00027,U000,2025-01-27 10:57:00,api_call,api_call,R022,4,True,False,
E000224,S00027,U000,2025-01-27 11:01:00,api_call,api_call,R020,9,True,False,
E000225,S00027,U000,2025-01-27 11:02:00,file_access,export,R022,194,True,False,
E000226,S00027,U000,2025-01-27 11:08:00,api_call,api_call,R006,3,True,False,
E000227,S00027,U000,2025-01-27 11:14:00,api_call,api_call,R000,8,True,False,
E000228,S00027,U000,2025-01-27 11:16:00,api_call,api_call,R031,8,True,False,
E000229,S00027,U000,2025-01-27 11:21:00,file_access,read,R037,13,True,False,
E000230,S00027,U000,2025-01-27 11:22:00,file_access,read,R000,2,True,False,
E000231,S00028,U000,2025-01-27 12:41:00,file_access,read,R024,4,True,False,
E000232,S00028,U000,2025-01-27 12:42:00,file_access,write,R037,12,True,False,
E000233,S00028,U000,2025-01-27 12:59:00,file_access,read,R000,3,True,False,
E000234,S00028,U000,2025-01-27 13:05:00,api_call,api_call,R002,8,True,False,
E000235,S00028,U000,2025-01-27 13:19:00,file_access,write,R024,11,True,False,
E000236,S00028,U000,2025-01-27 13:25:00,api_call,api_call,R011,5,True,False,
E000237,S00028,U000,2025-01-27 13:28:00,file_access,read,R001,1,True,False,
E000238,S00028,U000,2025-01-27 13:29:00,file_access,read,R001,0,False,False,
E000239,S00028,U000,2025-01-27 13:30:00,api_call,api_call,R031,8,True,False,
E000240,S00028,U000,2025-01-27 13:33:00,api_call,api_call,R022,8,True,False,
E000241,S00029,U000,2025-01-30 07:37:00,file_access,write,R000,32,True,False,
E000242,S00029,U000,2025-01-30 07:55:00,file_access,write,R011,30,True,False,
E000243,S00029,U000,2025-01-30 07:57:00,api_call,api_call,R037,9,True,False,
E000244,S00029,U000,2025-01-30 08:01:00,file_access,read,R011,4,True,False,
E000245,S00029,U000,2025-01-30 08:17:00,file_access,read,R000,11,True,False,
E000246,S00029,U000,2025-01-30 08:30:00,api_call,api_call,R015,5,True,False,
E000247,S00029,U000,2025-01-30 08:41:00,file_access,read,R024,13,True,False,
E000248,S00029,U000,2025-01-30 08:43:00,file_access,read,R024,15,True,False,
E000249,S00029,U000,2025-01-30 08:46:00,file_access,export,R011,157,True,False,
E000250,S00030,U000,2025-01-30 10:57:00,file_access,read,R022,13,True,False,
E000251,S00030,U000,2025-01-30 11:05:00,api_call,api_call,R006,5,True,False,
E000252,S00030,U000,2025-01-30 11:08:00,file_access,export,R006,115,True,False,
E000253,S00031,U000,2025-01-31 12:49:00,api_call,api_call,R024,6,True,False,
E000254,S00031,U000,2025-01-31 13:13:00,api_call,api_call,R022,3,True,False,
E000255,S00031,U000,2025-01-31 13:41:00,file_access,read,R022,17,True,False,
E000256,S00031,U000,2025-01-31 13:56:00,file_access,read,R001,0,False,False,
E000257,S00032,U000,2025-01-31 15:31:00,api_call,api_call,R006,4,True,False,
E000258,S00032,U000,2025-01-31 15:51:00,file_access,read,R022,5,True,False,
E000259,S00032,U000,2025-01-31 16:29:00,file_access,read,R001,0,False,False,
E000260,S00032,U000,2025-01-31 16:41:00,api_call,api_call,R015,8,True,False,
E000261,S00032,U000,2025-01-31 16:45:00,file_access,read,R031,8,True,False,
E000262,S00033,U000,2025-02-03 09:31:00,file_access,read,R037,8,True,False,
E000263,S00033,U000,2025-02-03 09:52:00,api_call,api_call,R022,3,True,False,
E000264,S00033,U000,2025-02-03 09:56:00,file_access,read,R001,4,True,False,
E000265,S00033,U000,2025-02-03 09:57:00,file_access,read,R015,11,True,False,
E000266,S00033,U000,2025-02-03 10:16:00,file_access,read,R011,17,True,False,
E000267,S00033,U000,2025-02-03 10:19:00,file_access,read,R001,6,True,False,
E000268,S00034,U000,2025-02-03 10:59:00,file_access,read,R031,11,True,False,
E000269,S00034,U000,2025-02-03 11:00:00,api_call,api_call,R025,2,True,False,
E000270,S00034,U000,2025-02-03 11:08:00,file_access,read,R031,1,True,False,
E000271,S00034,U000,2025-02-03 11:09:00,api_call,api_call,R031,6,True,False,
E000272,S00034,U000,2025-02-03 11:10:00,file_access,read,R031,19,True,False,
E000273,S00034,U000,2025-02-03 11:13:00,file_access,write,R011,19,True,False,
E000274,S00034,U000,2025-02-03 11:14:00,api_call,api_call,R011,6,True,False,
E000275,S00034,U000,2025-02-03 11:18:00,api_call,api_call,R022,8,True,False,
E000276,S00034,U000,2025-02-03 11:23:00,file_access,read,R022,7,True,False,
E000277,S00034,U000,2025-02-03 11:25:00,api_call,api_call,R006,8,True,False,
E000278,S00034,U000,2025-02-03 11:26:00,file_access,read,R006,9,True,False,
E000279,S00034,U000,2025-02-03 11:31:00,file_access,export,R037,127,True,False,
E000280,S00034,U000,2025-02-03 11:38:00,file_access,read,R022,1,True,False,
E000281,S00034,U000,2025-02-03 11:39:00,api_call,api_call,R022,2,True,False,
E000282,S00035,U000,2025-02-04 08:48:00,file_access,read,R006,6,True,False,
E000283,S00035,U000,2025-02-04 08:55:00,file_access,read,R031,19,True,False,
E000284,S00035,U000,2025-02-04 09:02:00,file_access,write,R037,43,True,False,
E000285,S00035,U000,2025-02-04 09:07:00,file_access,read,R024,1,True,False,
E000286,S00035,U000,2025-02-04 09:56:00,api_call,api_call,R015,6,True,False,
E000287,S00036,U000,2025-02-04 11:48:00,file_access,write,R037,13,True,False,
E000288,S00036,U000,2025-02-04 11:53:00,file_access,read,R015,16,True,False,
E000289,S00036,U000,2025-02-04 12:19:00,file_access,write,R022,19,True,False,
E000290,S00036,U000,2025-02-04 12:30:00,api_call,api_call,R011,8,True,False,
E000291,S00036,U000,2025-02-04 12:37:00,file_access,read,R031,7,True,False,
E000292,S00036,U000,2025-02-04 12:41:00,file_access,read,R001,4,True,False,
E000293,S00036,U000,2025-02-04 12:45:00,api_call,api_call,R011,9,True,False,
E000294,S00036,U000,2025-02-04 12:54:00,file_access,read,R024,16,True,False,
E000295,S00036,U000,2025-02-04 12:56:00,api_call,api_call,R012,9,True,False,
E000296,S00036,U000,2025-02-04 13:04:00,file_access,export,R011,200,True,False,
E000297,S00036,U000,2025-02-04 13:09:00,file_access,read,R001,18,True,False,
E000298,S00037,U000,2025-02-05 08:58:00,file_access,read,R000,10,True,False,
E000299,S00037,U000,2025-02-05 08:59:00,file_access,read,R011,15,True,False,
E000300,S00037,U000,2025-02-05 09:17:00,file_access,write,R037,30,True,False,
E000301,S00037,U000,2025-02-05 09:18:00,file_access,read,R001,8,True,False,
E000302,S00037,U000,2025-02-05 09:25:00,api_call,api_call,R024,5,True,False,
E000303,S00037,U000,2025-02-05 09:27:00,api_call,api_call,R000,5,True,False,
E000304,S00037,U000,2025-02-05 09:33:00,api_call,api_call,R017,2,True,False,
E000305,S00037,U000,2025-02-05 09:35:00,file_access,export,R024,160,True,False,
E000306,S00037,U000,2025-02-05 09:44:00,api_call,api_call,R006,1,True,False,
E000307,S00037,U000,2025-02-05 09:51:00,api_call,api_call,R015,2,True,False,
E000308,S00037,U000,2025-02-05 10:07:00,api_call,api_call,R022,1,True,False,
E000309,S00038,U000,2025-02-08 10:10:00,api_call,api_call,R022,5,True,False,
E000310,S00038,U000,2025-02-08 10:16:00,file_access,read,R022,2,True,False,
E000311,S00038,U000,2025-02-08 10:18:00,file_access,write,R000,43,True,False,
E000312,S00038,U000,2025-02-08 10:44:00,api_call,api_call,R000,8,True,False,
E000313,S00038,U000,2025-02-08 10:56:00,file_access,read,R001,5,True,False,
E000314,S00038,U000,2025-02-08 11:09:00,api_call,api_call,R031,1,True,False,
E000315,S00038,U000,2025-02-08 11:10:00,file_access,write,R022,23,True,False,
E000316,S00038,U000,2025-02-08 11:12:00,file_access,read,R031,19,True,False,
E000317,S00038,U000,2025-02-08 11:14:00,api_call,api_call,R006,2,True,False,
E000318,S00038,U000,2025-02-08 11:31:00,api_call,api_call,R031,9,True,False,
E000319,S00038,U000,2025-02-08 11:32:00,api_call,api_call,R022,8,True,False,
E000320,S00038,U000,2025-02-08 11:36:00,api_call,api_call,R000,8,True,False,
E000321,S00038,U000,2025-02-08 11:38:00,file_access,export,R022,173,True,False,
E000322,S00038,U000,2025-02-08 11:48:00,api_call,api_call,R012,2,True,False,
E000323,S00039,U000,2025-02-09 09:25:00,file_access,read,R024,12,True,False,
E000324,S00039,U000,2025-02-09 09:46:00,file_access,write,R001,24,True,False,
E000325,S00039,U000,2025-02-09 09:50:00,api_call,api_call,R022,5,True,False,
E000326,S00039,U000,2025-02-09 10:02:00,file_access,read,R001,0,False,False,
E000327,S00039,U000,2025-02-09 10:04:00,file_access,read,R006,9,True,False,
E000328,S00040,U000,2025-02-10 07:59:00,file_access,read,R011,9,True,False,
E000329,S00040,U000,2025-02-10 08:05:00,api_call,api_call,R011,9,True,False,
E000330,S00040,U000,2025-02-10 08:06:00,api_call,api_call,R015,9,True,False,
E000331,S00040,U000,2025-02-10 08:09:00,file_access,write,R015,32,True,False,
E000332,S00040,U000,2025-02-10 08:19:00,api_call,api_call,R001,3,True,False,
E000333,S00040,U000,2025-02-10 08:23:00,api_call,api_call,R037,9,True,False,
E000334,S00040,U000,2025-02-10 08:26:00,api_call,api_call,R000,7,True,False,
E000335,S00041,U000,2025-02-11 07:34:00,api_call,api_call,R017,4,True,False,
E000336,S00041,U000,2025-02-11 07:42:00,file_access,read,R024,11,True,False,
E000337,S00041,U000,2025-02-11 08:02:00,file_access,read,R015,19,True,False,
E000338,S00041,U000,2025-02-11 08:11:00,api_call,api_call,R006,7,True,False,
E000339,S00041,U000,2025-02-11 08:12:00,api_call,api_call,R015,2,True,False,
E000340,S00041,U000,2025-02-11 08:18:00,file_access,read,R000,9,True,False,
