event_id,session_id,user_id,timestamp,event_type,action,resource_id,data_volume_mb,access_success,privilege_used,admin_command_type
E000117,S00005,U000,2025-01-06 11:21:00,file_access,write,R009,73,True,False,
E000118,S00005,U000,2025-01-06 11:23:00,api_call,api_call,R009,22,True,True,
E000119,S00005,U000,2025-01-06 11:25:00,file_access,read,R007,26,True,False,
E000120,S00005,U000,2025-01-06 11:28:00,file_access,export,R027,550,True,False,
E000121,S00005,U000,2025-01-06 11:31:00,file_access,read,R038,28,True,False,
E000122,S00005,U000,2025-01-06 11:34:00,file_access,read,R007,29,True,False,
E000123,S00005,U000,2025-01-06 11:35:00,file_access,read,R009,31,True,False,
E000124,S00005,U000,2025-01-06 11:41:00,file_access,read,R038,44,True,False,
E000125,S00005,U000,2025-01-06 11:44:00,file_access,read,R009,18,True,False,
E000126,S00005,U000,2025-01-06 11:45:00,api_call,api_call,R028,15,True,True,
E000127,S00005,U000,2025-01-06 11:55:00,api_call,api_call,R007,17,True,True,
E000128,S00005,U000,2025-01-06 11:57:00,api_call,api_call,R032,11,True,True,
E000129,S00005,U000,2025-01-06 11:59:00,api_call,api_call,R003,14,True,True,
E000130,S00005,U000,2025-01-06 12:05:00,api_call,api_call,R036,14,True,True,
E000131,S00005,U000,2025-01-06 12:10:00,api_call,api_call,R034,13,True,True,
E000132,S00005,U000,2025-01-06 12:15:00,api_call,api_call,R032,14,True,True,
E000133,S00006,U000,2025-01-07 07:47:00,api_call,api_call,R034,16,True,True,
E000134,S00006,U000,2025-01-07 07:51:00,api_call,api_call,R027,14,True,True,
E000135,S00006,U000,2025-01-07 07:53:00,file_access,write,R028,93,True,False,
E000136,S00006,U000,2025-01-07 08:26:00,api_call,api_call,R034,14,True,True,
E000137,S00006,U000,2025-01-07 08:28:00,file_access,write,R001,119,True,False,
E000138,S00006,U000,2025-01-07 08:31:00,file_access,read,R033,31,True,False,
E000139,S00006,U000,2025-01-07 08:33:00,file_access,export,R038,788,True,False,
E000140,S00006,U000,2025-01-07 08:46:00,file_access,read,R028,31,True,False,
E000141,S00006,U000,2025-01-07 08:47:00,api_call,api_call,R034,13,True,True,
E000142,S00006,U000,2025-01-07 08:53:00,file_access,read,R038,22,True,False,
E000143,S00006,U000,2025-01-07 08:59:00,admin_action,api_call,R007,16,True,True,permission_change
E000144,S00006,U000,2025-01-07 09:06:00,api_call,api_call,R032,15,True,True,
E000145,S00006,U000,2025-01-07 09:09:00,file_access,read,R028,35,True,False,
E000146,S00006,U000,2025-01-07 09:16:00,file_access,read,R034,35,True,False,
E000147,S00006,U000,2025-01-07 09:17:00,api_call,api_call,R009,0,False,True,
E000148,S00006,U000,2025-01-07 09:21:00,api_call,api_call,R030,8,True,True,
E000149,S00006,U000,2025-01-07 09:27:00,api_call,api_call,R006,16,True,True,
E000150,S00006,U000,2025-01-07 09:30:00,file_access,export,R003,606,True,False,
E000151,S00006,U000,2025-01-07 09:33:00,file_access,read,R009,27,True,False,
E000152,S00006,U000,2025-01-07 09:34:00,file_access,read,R007,27,True,False,
E000153,S00006,U000,2025-01-07 09:35:00,file_access,read,R007,39,True,False,
E000154,S00006,U000,2025-01-07 09:39:00,file_access,export,R007,540,True,False,
E000155,S00006,U000,2025-01-07 09:42:00,file_access,read,R003,24,True,False,
E000156,S00006,U000,2025-01-07 09:57:00,api_call,api_call,R007,11,True,True,
E000157,S00006,U000,2025-01-07 10:07:00,api_call,api_call,R027,13,True,True,
E000158,S00006,U000,2025-01-07 10:13:00,api_call,api_call,R011,16,True,True,
E000159,S00006,U000,2025-01-07 10:16:00,api_call,api_call,R034,15,True,True,
E000160,S00007,U000,2025-01-07 11:50:00,api_call,api_call,R028,7,True,True,
E000161,S00007,U000,2025-01-07 11:51:00,api_call,api_call,R002,16,True,True,
E000162,S00007,U000,2025-01-07 11:57:00,file_access,read,R009,34,True,False,
E000163,S00007,U000,2025-01-07 12:03:00,file_access,write,R025,91,True,False,
E000164,S00007,U000,2025-01-07 12:08:00,api_call,api_call,R039,11,True,True,
E000165,S00007,U000,2025-01-07 12:11:00,api_call,api_call,R039,16,True,True,
E000166,S00007,U000,2025-01-07 12:20:00,api_call,api_call,R027,16,True,True,
E000167,S00007,U000,2025-01-07 12:28:00,file_access,read,R002,31,True,False,
E000168,S00007,U000,2025-01-07 12:30:00,admin_action,api_call,R038,16,True,True,config_change
E000169,S00007,U000,2025-01-07 12:36:00,api_call,api_call,R039,15,True,True,
E000170,S00007,U000,2025-01-07 12:52:00,api_call,api_call,R038,17,True,True,
E000171,S00007,U000,2025-01-07 12:53:00,file_access,export,R033,605,True,False,
E000172,S00007,U000,2025-01-07 13:00:00,file_access,read,R027,16,True,False,
E000173,S00007,U000,2025-01-07 13:01:00,file_access,write,R034,87,True,False,
E000174,S00007,U000,2025-01-07 13:11:00,file_access,write,R032,79,True,False,
E000175,S00007,U000,2025-01-07 13:21:00,api_call,api_call,R017,13,True,True,
E000176,S00007,U000,2025-01-07 13:23:00,file_access,export,R007,617,True,False,
E000177,S00007,U000,2025-01-07 13:27:00,file_access,read,R024,32,True,False,
E000178,S00007,U000,2025-01-07 13:34:00,api_call,api_call,R028,19,True,True,
E000179,S00007,U000,2025-01-07 13:36:00,api_call,api_call,R038,13,True,True,
E000180,S00007,U000,2025-01-07 13:38:00,api_call,api_call,R032,14,True,True,
E000181,S00007,U000,2025-01-07 13:45:00,file_access,read,R034,0,False,False,
E000182,S00007,U000,2025-01-07 13:52:00,api_call,api_call,R003,14,True,True,
E000183,S00007,U000,2025-01-07 13:56:00,api_call,api_call,R007,15,True,True,
E000184,S00007,U000,2025-01-07 13:58:00,api_call,api_call,R039,12,True,True,
E000185,S00007,U000,2025-01-07 13:59:00,api_call,api_call,R033,14,True,True,
E000186,S00008,U000,2025-01-09 07:57:00,file_access,read,R002,20,True,False,
E000187,S00008,U000,2025-01-09 08:00:00,file_access,read,R003,21,True,False,
E000188,S00008,U000,2025-01-09 08:10:00,file_access,read,R007,16,True,False,
E000189,S00008,U000,2025-01-09 08:15:00,file_access,read,R009,17,True,False,
E000190,S00008,U000,2025-01-09 08:19:00,api_call,api_call,R007,8,True,True,
E000191,S00008,U000,2025-01-09 08:20:00,admin_action,api_call,R032,10,True,True,permission_change
E000192,S00008,U000,2025-01-09 08:34:00,api_call,api_call,R007,9,True,True,
E000193,S00008,U000,2025-01-09 08:35:00,api_call,api_call,R038,6,True,True,
E000194,S00008,U000,2025-01-09 08:37:00,file_access,read,R033,17,True,False,
E000195,S00008,U000,2025-01-09 08:38:00,api_call,api_call,R009,8,True,True,
E000196,S00008,U000,2025-01-09 08:41:00,admin_action,api_call,R028,8,True,True,permission_change
E000197,S00008,U000,2025-01-09 08:42:00,api_call,api_call,R032,9,True,True,
E000198,S00008,U000,2025-01-09 08:43:00,api_call,api_call,R007,9,True,True,
E000199,S00008,U000,2025-01-09 08:57:00,file_access,read,R028,0,False,False,
E000200,S00008,U000,2025-01-09 08:58:00,api_call,api_call,R002,7,True,True,
E000201,S00008,U000,2025-01-09 08:59:00,file_access,read,R002,16,True,False,
E000202,S00008,U000,2025-01-09 09:07:00,file_access,read,R032,16,True,False,
E000203,S00008,U000,2025-01-09 09:13:00,admin_action,api_call,R039,6,True,True,config_change
E000204,S00008,U000,2025-01-09 09:19:00,file_access,write,R028,0,False,False,
E000205,S00009,U000,2025-01-10 06:30:00,api_call,api_call,R017,8,True,True,
E000206,S00009,U000,2025-01-10 06:33:00,file_access,read,R003,39,True,False,
E000207,S00009,U000,2025-01-10 06:34:00,file_access,read,R028,28,True,False,
E000208,S00009,U000,2025-01-10 06:42:00,file_access,read,R003,29,True,False,
E000209,S00009,U000,2025-01-10 07:00:00,admin_action,api_call,R032,11,True,True,user_mgmt
E000210,S00009,U000,2025-01-10 07:08:00,api_call,api_call,R009,14,True,True,
E000211,S00009,U000,2025-01-10 07:17:00,admin_action,api_call,R027,9,True,True,user_mgmt
E000212,S00009,U000,2025-01-10 07:23:00,file_access,read,R032,27,True,False,
E000213,S00009,U000,2025-01-10 07:28:00,file_access,write,R033,83,True,False,
E000214,S00009,U000,2025-01-10 07:33:00,api_call,api_call,R007,16,True,True,
E000215,S00009,U000,2025-01-10 07:34:00,api_call,api_call,R003,14,True,True,
E000216,S00009,U000,2025-01-10 07:35:00,file_access,export,R034,533,True,False,
E000217,S00009,U000,2025-01-10 07:36:00,file_access,read,R027,20,True,False,
E000218,S00009,U000,2025-01-10 07:37:00,api_call,api_call,R009,14,True,True,
E000219,S00009,U000,2025-01-10 07:43:00,file_access,read,R002,35,True,False,
E000220,S00009,U000,2025-01-10 07:59:00,file_access,read,R017,29,True,False,
E000221,S00009,U000,2025-01-10 08:06:00,file_access,read,R032,28,True,False,
E000222,S00009,U000,2025-01-10 08:07:00,api_call,api_call,R039,13,True,True,
E000223,S00009,U000,2025-01-10 08:17:00,api_call,api_call,R002,11,True,True,
E000224,S00009,U000,2025-01-10 08:19:00,api_call,api_call,R002,17,True,True,
E000225,S00009,U000,2025-01-10 08:20:00,api_call,api_call,R009,14,True,True,
E000226,S00009,U000,2025-01-10 08:30:00,file_access,read,R007,0,False,False,
E000227,S00009,U000,2025-01-10 08:37:00,api_call,api_call,R009,11,True,True,
E000228,S00009,U000,2025-01-10 08:39:00,file_access,read,R032,26,True,False,
E000229,S00009,U000,2025-01-10 08:42:00,api_call,api_call,R007,12,True,True,
E000230,S00010,U000,2025-01-11 10:47:00,api_call,api_call,R038,15,True,True,
E000231,S00010,U000,2025-01-11 11:08:00,file_access,read,R035,29,True,False,
E000232,S00010,U000,2025-01-11 11:12:00,file_access,write,R003,116,True,False,
E000233,S00010,U000,2025-01-11 11:27:00,file_access,write,R034,70,True,False,
E000234,S00010,U000,2025-01-11 11:29:00,file_access,read,R032,36,True,False,
E000235,S00010,U000,2025-01-11 11:30:00,file_access,read,R039,0,False,False,
E000236,S00010,U000,2025-01-11 11:31:00,api_call,api_call,R003,19,True,True,
E000237,S00010,U000,2025-01-11 11:32:00,file_access,export,R032,562,True,False,
E000238,S00010,U000,2025-01-11 11:34:00,api_call,api_call,R032,14,True,True,
E000239,S00010,U000,2025-01-11 11:43:00,api_call,api_call,R028,18,True,True,
E000240,S00010,U000,2025-01-11 11:51:00,admin_action,api_call,R027,12,True,True,user_mgmt
E000241,S00010,U000,2025-01-11 12:01:00,file_access,read,R032,24,True,False,
E000242,S00010,U000,2025-01-11 12:02:00,admin_action,api_call,R009,16,True,True,permission_change
E000243,S00010,U000,2025-01-11 12:07:00,file_access,write,R032,79,True,False,
E000244,S00010,U000,2025-01-11 12:08:00,file_access,export,R032,581,True,False,
E000245,S00010,U000,2025-01-11 12:09:00,api_call,api_call,R028,14,True,True,
E000246,S00010,U000,2025-01-11 12:13:00,api_call,api_call,R014,14,True,True,
E000247,S00010,U000,2025-01-11 12:15:00,file_access,read,R004,0,False,False,
E000248,S00010,U000,2025-01-11 12:23:00,api_call,api_call,R003,19,True,True,
E000249,S00010,U000,2025-01-11 12:26:00,file_access,read,R003,33,True,False,
E000250,S00010,U000,2025-01-11 12:32:00,api_call,api_call,R037,16,True,True,
E000251,S00010,U000,2025-01-11 12:34:00,api_call,api_call,R010,12,True,True,
E000252,S00010,U000,2025-01-11 12:39:00,file_access,read,R008,28,True,False,
E000253,S00010,U000,2025-01-11 12:48:00,api_call,api_call,R033,13,True,True,
E000254,S00010,U000,2025-01-11 12:52:00,api_call,api_call,R033,15,True,True,
E000255,S00010,U000,2025-01-11 12:54:00,file_access,export,R003,565,True,False,
E000256,S00010,U000,2025-01-11 12:56:00,api_call,api_call,R014,15,True,True,
E000257,S00010,U000,2025-01-11 13:14:00,file_access,read,R027,34,True,False,
E000258,S00011,U000,2025-01-11 15:03:00,api_call,api_call,R033,14,True,True,
E000259,S00011,U000,2025-01-11 15:19:00,api_call,api_call,R027,14,True,True,
E000260,S00011,U000,2025-01-11 15:20:00,file_access,read,R014,33,True,False,
E000261,S00011,U000,2025-01-11 15:28:00,api_call,api_call,R007,9,True,True,
E000262,S00011,U000,2025-01-11 15:42:00,api_call,api_call,R010,7,True,True,
E000263,S00011,U000,2025-01-11 16:00:00,file_access,write,R023,81,True,False,
E000264,S00011,U000,2025-01-11 16:01:00,api_call,api_call,R032,10,True,True,
E000265,S00011,U000,2025-01-11 16:05:00,api_call,api_call,R039,14,True,True,
E000266,S00011,U000,2025-01-11 16:16:00,file_access,write,R034,65,True,False,
E000267,S00011,U000,2025-01-11 16:20:00,api_call,api_call,R034,8,True,True,
E000268,S00011,U000,2025-01-11 16:21:00,file_access,write,R034,78,True,False,
E000269,S00011,U000,2025-01-11 16:34:00,api_call,api_call,R038,12,True,True,
E000270,S00011,U000,2025-01-11 16:36:00,file_access,write,R016,69,True,False,
E000271,S00011,U000,2025-01-11 16:37:00,file_access,read,R002,24,True,False,
E000272,S00011,U000,2025-01-11 16:42:00,file_access,export,R003,293,True,False,
E000273,S00011,U000,2025-01-11 16:43:00,file_access,export,R002,560,True,False,
E000274,S00011,U000,2025-01-11 16:50:00,api_call,api_call,R007,9,True,True,
E000275,S00011,U000,2025-01-11 16:54:00,file_access,read,R009,31,True,False,
E000276,S00011,U000,2025-01-11 16:59:00,api_call,api_call,R009,16,True,True,
E000277,S00011,U000,2025-01-11 17:02:00,file_access,read,R002,23,True,False,
E000278,S00011,U000,2025-01-11 17:05:00,api_call,api_call,R034,15,True,True,
E000279,S00011,U000,2025-01-11 17:07:00,api_call,api_call,R028,8,True,True,
E000280,S00012,U000,2025-01-12 09:01:00,file_access,read,R038,21,True,False,
E000281,S00012,U000,2025-01-12 09:04:00,api_call,api_call,R007,8,True,True,
E000282,S00012,U000,2025-01-12 09:12:00,api_call,api_call,R028,9,True,True,
E000283,S00012,U000,2025-01-12 09:16:00,api_call,api_call,R038,10,True,True,
E000284,S00012,U000,2025-01-12 09:23:00,api_call,api_call,R017,9,True,True,
E000285,S00012,U000,2025-01-12 09:27:00,api_call,api_call,R032,6,True,True,
E000286,S00012,U000,2025-01-12 09:31:00,api_call,api_call,R003,13,True,True,
E000287,S00012,U000,2025-01-12 09:35:00,file_access,read,R033,20,True,False,
E000288,S00012,U000,2025-01-12 09:40:00,file_access,read,R003,13,True,False,
E000289,S00012,U000,2025-01-12 09:47:00,api_call,api_call,R009,8,True,True,
E000290,S00012,U000,2025-01-12 09:50:00,api_call,api_call,R002,5,True,True,
E000291,S00012,U000,2025-01-12 09:52:00,file_access,read,R009,22,True,False,
E000292,S00012,U000,2025-01-12 10:01:00,file_access,export,R034,421,True,False,
E000293,S00012,U000,2025-01-12 10:06:00,api_call,api_call,R039,9,True,True,
E000294,S00012,U000,2025-01-12 10:13:00,file_access,export,R016,270,True,False,
E000295,S00012,U000,2025-01-12 10:14:00,admin_action,api_call,R032,10,True,True,config_change
E000296,S00012,U000,2025-01-12 10:21:00,file_access,read,R007,16,True,False,
E000297,S00013,U000,2025-01-13 07:54:00,file_access,read,R033,18,True,False,
E000298,S00013,U000,2025-01-13 08:06:00,file_access,read,R002,14,True,False,
E000299,S00013,U000,2025-01-13 08:08:00,api_call,api_call,R039,12,True,True,
E000300,S00013,U000,2025-01-13 08:15:00,file_access,read,R034,18,True,False,
E000301,S00013,U000,2025-01-13 08:21:00,file_access,read,R000,15,True,False,
E000302,S00013,U000,2025-01-13 08:29:00,api_call,api_call,R033,12,True,True,
E000303,S00013,U000,2025-01-13 08:33:00,file_access,write,R007,45,True,False,
E000304,S00013,U000,2025-01-13 08:36:00,admin_action,api_call,R002,8,True,True,user_mgmt
E000305,S00013,U000,2025-01-13 08:39:00,file_access,read,R002,16,True,False,
E000306,S00013,U000,2025-01-13 08:44:00,file_access,write,R027,49,True,False,
E000307,S00013,U000,2025-01-13 08:58:00,api_call,api_call,R034,8,True,True,
E000308,S00013,U000,2025-01-13 08:59:00,api_call,api_call,R028,8,True,True,
E000309,S00013,U000,2025-01-13 09:08:00,api_call,api_call,R028,12,True,True,
E000310,S00013,U000,2025-01-13 09:16:00,file_access,read,R032,17,True,False,
E000311,S00013,U000,2025-01-13 09:20:00,file_access,read,R028,15,True,False,
E000312,S00013,U000,2025-01-13 09:23:00,file_access,read,R002,20,True,False,
E000313,S00013,U000,2025-01-13 09:24:00,file_access,write,R028,57,True,False,
E000314,S00013,U000,2025-01-13 09:25:00,file_access,read,R025,18,True,False,
E000315,S00014,U000,2025-01-13 10:51:00,file_access,read,R033,0,False,False,
E000316,S00014,U000,2025-01-13 10:54:00,file_access,read,R032,37,True,False,
E000317,S00014,U000,2025-01-13 11:02:00,file_access,read,R028,24,True,False,
E000318,S00014,U000,2025-01-13 11:04:00,api_call,api_call,R027,12,True,True,
E000319,S00014,U000,2025-01-13 11:15:00,file_access,read,R032,34,True,False,
E000320,S00014,U000,2025-01-13 11:16:00,api_call,api_call,R034,21,True,True,
E000321,S00014,U000,2025-01-13 11:40:00,api_call,api_call,R027,12,True,True,
E000322,S00014,U000,2025-01-13 11:49:00,file_access,read,R028,29,True,False,
E000323,S00014,U000,2025-01-13 11:54:00,api_call,api_call,R002,16,True,True,
E000324,S00014,U000,2025-01-13 11:57:00,file_access,read,R012,27,True,False,
E000325,S00014,U000,2025-01-13 11:58:00,file_access,read,R028,28,True,False,
E000326,S00014,U000,2025-01-13 12:01:00,admin_action,api_call,R003,0,False,True,config_change
E000327,S00014,U000,2025-01-13 12:03:00,file_access,read,R003,38,True,False,
E000328,S00014,U000,2025-01-13 12:08:00,api_call,api_call,R028,15,True,True,
E000329,S00014,U000,2025-01-13 12:10:00,file_access,read,R028,33,True,False,
E000330,S00014,U000,2025-01-13 12:17:00,api_call,api_call,R036,8,True,True,
E000331,S00014,U000,2025-01-13 12:31:00,file_access,read,R032,34,True,False,
E000332,S00014,U000,2025-01-13 12:34:00,api_call,api_call,R009,14,True,True,
E000333,S00014,U000,2025-01-13 12:35:00,api_call,api_call,R001,15,True,True,
E000334,S00014,U000,2025-01-13 12:39:00,api_call,api_call,R032,18,True,True,
E000335,S00014,U000,2025-01-13 12:41:00,file_access,export,R003,519,True,False,
